accession,name,description,Parent study,Study Disease/Focus,Study Design,Study Markerset,Study Molecular Data Type,Study Content,Ancestry (computed),NIH Institute,Study Consent,Release Date,Embargo Release Date,Related Terms,Collections
"phs003020.v1.p1","Molecular Analysis of Short- Versus Long-Term Survivors of High-Grade    Serous Ovarian Carcinoma","The underlying determinants for long-term survival (LTS, &#x02265;10 years) versus short-term survival (STS, 3 years) of patients diagnosed with high-grade serous ovarian carcinoma (HGSC) are largely unknown. The present study  sought to identify molecular predictors of LTS for women with HGSC. A cohort of 24 frozen HGSC samples (12 LTS and 12 STS) were collected and","Not Applicable","Survival Analysis","Tumor vs. Matched-Normal","Not Provided","RNA-Seq, WGS","4 phenotype datasets, 15 variables, 69 samples sequenced, 24 subjects, 69 samples","","NCI","HMB-IRB-PUB-COL --- Health/Medical/Biomedical (IRB, PUB, COL)","2022-11-02","2022-11-02","Neoplasm of Ovary; Neoplasm of the Ovary; Neoplasm of the ovaries; Neoplasm, Ovarian; Neoplasm, Ovary; Neoplasms, Ovarian",""
"phs003019.v1.p1","Phase I Study of the Oral PI3kinase Inhibitor BKM120 or BYL719 and the    Oral PARP Inhibitor Olaparib in Patients with Recurrent Triple    Negative Breast Cancer or High Grade Serous Ovarian Cancer","We analyzed massive parallel sequence data from patients with breast and ovarian cancer and identified single base substitution mutational signature 3 (Sig3) - extracted using SigMA - as a biomarker  of homologous recombination deficiency (HRD) and predictive for response to PARP inhibitors. Participants were patients enrolled in clinical trials","Not Applicable","Neoplasms by Site","Clinical Trial","Not Provided","WXS","4 phenotype datasets, 24 variables, 38 samples sequenced, 37 subjects, 38 samples","","NCI","HMB --- Health/Medical/Biomedical","2022-10-27","2022-10-27","Neoplasm Site; Neoplasm Sites; Neoplasms by Sites; Site, Neoplasm; Sites, Neoplasm",""
"phs002162.v2.p1","Kids First: Genetics of Kidney and Urinary Tract Malformations","Congenital defects of the kidney and urinary tract are a common cause of kidney failure in children and adults and elucidation of the genetics of these disorders will provide new  opportunities for diagnosis, risk stratification and prevention of complications. Around 550 trios were selected for whole genome sequencing as part","Not Applicable","Renal Adysplasia","Family/Twin/Trios","Not Provided","Not Provided","2 phenotype datasets, 4 variables, 1667 subjects, 1673 samples","","NCI","GRU --- General Research Use","2022-10-21","2020-11-25","Hydronephrosis; Vesicoureteral Reflux; Hydronephroses; HEREDITARY RENAL APLASIA; HRA; RENAL AGENESIS","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs003036.v1.p1","Single Cell Genome Variation Induced by Mutational Processes in Cancer -    HGSOC Trios Study","Mutational signatures derived from whole genome sequencing have potential prognostic significance. Identification of high grade serous ovarian cancer patients with deficiency in homologous recombination repair pathways could identify a subset  of patients that would benefit from homologous recombination deficiency-specific treatments independent of identification of a pathological BRCA1/2","Not Applicable","Ovarian Neoplasms","Tumor vs. Matched-Normal","Not Provided","WGS","3 phenotype datasets, 10 variables, 26 samples sequenced, 8 subjects, 26 samples","","NCI","GRU --- General Research Use","2022-10-19","2022-10-19","Neoplasm of Ovary; Neoplasm of the Ovary; Neoplasm of the ovaries; Neoplasm, Ovarian; Neoplasm, Ovary; Neoplasms, Ovarian",""
"phs003022.v1.p1","Circulating Tumor DNA Sequencing Provides Comprehensive Mutation    Profiling for Pediatric Central Nervous System Tumors","Tumor molecular profiling is increasingly important for the diagnosis and clinical management of childhood brain tumors, including diffuse midline glioma (DMG). We established a targeted deep sequencing approach using the  TruSight Oncology 500 ctDNA exome panel to detect tumor genomic mutations and copy number variations in circulating tumor DNA from children diagnosed","Not Applicable","Brain Neoplasms","Collection","Not Provided","Targeted-Capture, WXS","4 phenotype datasets, 11 variables, 29 samples sequenced, 10 subjects, 29 samples","","NCI","GRU-IRB --- General Research Use (IRB)","2022-10-19","2022-10-19","Brain Tumor; Brain Tumors; Brain neoplasm; Brain tumour; Neoplasm of Brain; Neoplasm of the Brain",""
"phs002321.v1.p1","Characterizing Advanced Breast Cancer Heterogeneity and Treatment    Resistance through Serial Biopsies and Comprehensive Analytics","This dataset accompanies the manuscript ""Characterizing Advanced Breast Cancer Heterogeneity and Treatment Resistance Through Serial Biopsies and Comprehensive Analytics"". In this study we discuss the clinical implications and consequences of  molecular heterogeneity in a metastatic breast cancer patient identified through serial biopsies, multi-omic analysis, and longitudinal patient","Not Applicable","Breast Neoplasms","Case Set","RNAseq_probe_set_grc38, RNAseq_probe_set_grc38, Reverse-Phase_Protein_Array","Proteomics, RNA-Seq, RNA Seq (NGS)","5 phenotype datasets, 36 variables, 1 molecular datasets, 1 samples sequenced, 1 subjects, 2 samples","","NCI","HMB --- Health/Medical/Biomedical","2022-10-19","2022-10-19","Breast Cancer; Breast Malignant Neoplasm; Breast Malignant Neoplasms; Breast Malignant Tumor; Breast Malignant Tumors; CA - Breast cancer",""
"phs001239.v1.p1","Integrative Analysis of Lung Adenocarcinoma in EAGLE (Phase 2)","We performed whole genome sequencing and whole exome sequencing of 31 lung adenocarcinoma (LUAD) samples from the Environment And Genetics in Lung cancer Etiology (EAGLE) study. Lung adenocarcinoma cases only  Note for data in GDC: Molecular profiling data from CDDP EAGLE-1 study can be found at The NCI's Genomic Data Commons (GDC)","Not Applicable","Adenocarcinoma of Lung","Case Set","Not Provided","Not Provided","2 phenotype datasets, 5 variables, 50 subjects, 150 samples","","NCI","DS-LDS-MDS --- Disease-Specific (Lung disease or smoking, MDS)","2022-10-18","2022-10-18","ADENOCARCINOMA OF LUNG; Adenocarcinoma of lung, somatic; Adenocarcinoma of the Lung; Adenocarcinoma, Lung; Adenocarcinomas, Lung; Lung Adenocarcinoma",""
"phs001859.v1.p1","Genomic Characterization CS-MATCH-0007 Arm Z1D","The CS-MATCH-0007 protocol is a collaboration between the Center for Cancer Genomics (CCG) and the Division of Cancer Treatment and Diagnosis (DCTD) to perform whole-exome sequencing and RNA sequencing using  pre-and posttreatment tumor biopsy specimens from all patients enrolled on a treatment arm of the NCI-MATCH Clinical Trial (EAY131). The goal of this","Not Applicable","Neoplasms","Clinical Trial","Not Provided","Not Provided","3 phenotype datasets, 387 variables,  SRA, 36 subjects, 36 samples","","NCI","GRU-COL --- General Research Use (COL)","2022-10-17","2022-10-17","Turcot syndrome; Blastoma; CA; CA - Cancer; Cancer; MT",""
"phs002070.v1.p1","Genomic Landscape of High-Grade Neuroendocrine Neoplasms","This project is a multi-omics study of high grade (grade 3) neuroendocrine neoplasms across diverse organs. Genomic analysis using low-pass whole genome sequencing for copy number analysis, whole exome sequencing  and whole transcriptomic sequencing using RNAseq were performed. As high grade neuroendocrine neoplasms are highly lethal with a median survival of","Not Applicable","Carcinoma, Neuroendocrine","Prospective Longitudinal Cohort","RNAseq_gene_transcripts","RNA-Seq, RNA Seq (NGS), WXS","4 phenotype datasets, 15 variables, 1 molecular datasets, 69 samples sequenced, 36 subjects, 69 samples","","NCI","GRU --- General Research Use","2022-10-13","2022-10-13","Neuroendocrine Tumors",""
"phs002859.v1.p1","RB1 Loss Triggers Dependence on ESRRG in Retinoblastoma","Retinoblastoma (Rb) is a deadly childhood eye cancer that is classically initiated by inactivation of the RB1 tumor suppressor. Clinical management continues to rely on nonspecific chemotherapeutic agents that are  associated with treatment resistance and toxicity. Here, we analyzed whole exomes from primary Rb tumors to identify novel Rb dependencies. Several","Not Applicable","Retinoblastoma","Tumor vs. Matched-Normal","Not Provided","WXS","5 phenotype datasets, 24 variables, 51 samples sequenced, 31 subjects, 51 samples","","NCI","GRU-PUB --- General Research Use (PUB)","2022-10-11","2022-10-11","Cancer, Retinoblastoma Eye; Cancers, Retinoblastoma Eye; Eye Cancer, Retinoblastoma; Eye Cancers, Retinoblastoma; RB; RB - retinoblastoma",""
"phs003041.v1.p1","Mayo Clinic Adult Diffuse Glioma Illumina OncoArray SNP data","These data are from adult diffuse glioma subjects genotyped on the Illumina OncoArray. Data from this study were used for case control association studies and developing polygenic risk scores. Inclusion  Criteria All subjects were pathologically confirmed to have glioma. Subjects had to be consented at 18 years of age or older. All subjects provided a","Not Applicable","Glioma","Case Set","OncoArray","SNP Genotypes (Array)","4 phenotype datasets, 19 variables, 1 molecular datasets, 794 subjects, 794 samples","","NCI","HMB --- Health/Medical/Biomedical","2022-10-07","2022-10-07","Glial Cell Tumor; Glial Cell Tumors; Glial Neoplasm; Glial Tumor; Neoplasm of Neuroglia; Neoplasm of the Neuroglia",""
"phs003006.v1.p1","Transcriptional and Epigenetic Profiles of Male Breast Cancer at    Single-Cell Resolution Nominate Salient Cancer Specific Enhancers","We performed matched single-cell RNA sequencing (scRNA-seq) and single-cell chromatin accessibility sequencing (scATAC-seq) for two fresh human tumors collected from male breast cancer patients. The integration of these datasets revealed  the intratumoral heterogeneity in both transcription and chromatin accessibility for each male breast cancer patient and allowed for comparisons to","Not Applicable","Carcinoma, Ductal, Breast","Case Set","ATAC_DNAseq_probe_set","ATAC-seq, RNA-Seq, RNA Seq (NGS)","4 phenotype datasets, 19 variables, 1 molecular datasets, 4 samples sequenced, 2 subjects, 4 samples","","NCI","HMB --- Health/Medical/Biomedical","2022-10-07","2022-10-07","BREAST CANCER, INVASIVE DUCTAL; Carcinoma, Infiltrating Duct; Carcinoma, Invasive Ductal, Breast; Carcinomas, Infiltrating Duct; Infiltrating Ductal Adenocarcinoma; Infiltrating Ductal Breast Carcinoma",""
"phs002928.v1.p1","Adoptive Cell Therapy of Autologous T cell Receptor-Engineered T Cells    Targeting the p53 Neoantigens in Human Solid Tumors","Adoptive T cell therapy (ACT) using T cell receptor (TCR)-engineered T cells can mediate regression of advanced human cancers. How TCR-transduced T cells change post-ACT in vivo is currently not  well understood. We screened 78 patients for TP53 mutations by whole exome sequencing and whole transcriptome sequencing. Of the 78 patient samples,","Not Applicable","Immunotherapy, Adoptive","Clinical Trial","Not Provided","RNA-Seq, WXS","4 phenotype datasets, 15 variables, 194 samples sequenced, 23 subjects, 194 samples","","NCI","GRU --- General Research Use","2022-10-06","2022-10-06","Blastoma; CA; CA - Cancer; Cancer; MT; Malignancies","dbGaP Collection: Compilation of Individual-Level Genomic Data for    General Research Use (phs000688.v1.p1)"
"phs002994.v1.p1","BRCA Mutation Status Shapes the Microenvironment of Pancreatic    Adenocarcinoma","This study was established in order to address how the stromal landscape is influenced by BRCA-mutated and BRCA Wild-type (WT) pancreatic ductal adenocarcinoma (PDAC). A primary cohort of 12 PDAC  patients (7 BRCA-WT and 5 germline BRCA-mut) was analyzed by laser-capture microdissection, RNA-sequencing and multiplexed immunofluorescence. Only","Not Applicable","Genes, BRCA2","Collection","RNAseq_gene_transcripts","RNA-Seq, RNA Seq (NGS)","4 phenotype datasets, 13 variables, 1 molecular datasets, 12 samples sequenced, 12 subjects, 12 samples","","NCI","HMB --- Health/Medical/Biomedical","2022-10-05","2022-10-05","Carcinoma, Pancreatic Ductal; Carcinoma, Ductal, Pancreatic; Carcinoma, Pancreas Duct-Cell; Carcinomas, Pancreas Duct-Cell; Carcinomas, Pancreatic Ductal; Duct Cell Carcinoma of the Pancreas",""
"phs001280.v1.p1","Exome Sequencing of Chordoma Cases","Chordoma is a rare tumor that is believed to develop from notochord remnants. We previously identified germline duplication of the TBXT gene as a major susceptibility mechanism in several chordoma  families. Currently, we are using whole exome sequencing to identify additional susceptibility genes in chordoma families without TBXT duplication as","Not Applicable","Chordoma","Case Set","nCounter_GeneExpressionAssay","AMPLICON, RNA Seq (NGS), WXS","4 phenotype datasets, 13 variables, 1 molecular datasets, 232 samples sequenced, 132 subjects, 374 samples","","NCI","DS-CHR-MDS --- Disease-Specific (Chordoma, MDS)","2022-10-05","2022-10-05","CHDM; Chordomas; Notochordal sarcoma; chordoma (disease); chordoma, malignant; chordoma, susceptibility to",""
"phs002688.v1.p1","CIDR Estrogen Receptor Negative Breast Cancer in African American Women:    DNA Methylation, Reproductive Events, and Mammary Epithelial Cell    Populations","We conducted methylation profiling of breast tumor DNA from Formalin-Fixed Paraffin-Embedded (FFPE) samples for 1,550 cases from a cohort of Black women from the Black Women's Health Study (BWHS), the  Women's Circle of Health Study (WCHS), and from the Pathways Study using the Illumina MethylationEPIC array. We will examine differentially","Not Applicable","Breast Neoplasms","Case Set","MethylationEPIC","Methylation (CpG)","4 phenotype datasets, 22 variables, 1 molecular datasets, 1550 subjects, 1550 samples","","NCI","HMB-IRB-PUB-NPU-GSO --- Health/Medical/Biomedical (IRB, PUB, NPU, GSO), HMB-COL-NPU-GSO --- Health/Medical/Biomedical (COL, NPU, GSO), HMB-IRB-PUB-NPU-MDS-GSO --- Health/Medical/Biomedical (IRB, PUB, NPU, MDS, GSO)","2022-10-04","2022-10-04","Breast Cancer; Breast Malignant Neoplasm; Breast Malignant Neoplasms; Breast Malignant Tumor; Breast Malignant Tumors; CA - Breast cancer",""
"phs003011.v1.p1","APOLLO1: Proteogenomic Analysis of Lung Adenocarcinoma","APOLLO is a proteogenomic study seeking to describe the major genome, transcriptome, proteome and phosphoproteome alterations, subtypes, and molecular predictors of patient outcomes. This study includes 87 lung adenocarcinomas and  matched normal tissues from the Lung Cancer Biospecimen Resource Network (https://lungbio.sites.virginia.edu/). Tumor tissues were profiled by whole","Not Applicable","Adenocarcinoma of Lung","Tumor vs. Matched-Normal","Not Provided","Not Provided","2 phenotype datasets, 5 variables, 87 subjects, 261 samples","","NCI","GRU --- General Research Use","2022-10-03","2022-10-03","ADENOCARCINOMA OF LUNG; Adenocarcinoma of lung, somatic; Adenocarcinoma of the Lung; Adenocarcinoma, Lung; Adenocarcinomas, Lung; Lung Adenocarcinoma",""
