type	resource_uuid	resource_source_id	resource_title	resource_short_description	resource_source_url	resource_tool_type	resource_tool_subtype	resource_research_area	resource_research_type	resource_access	resource_doc	resource_poc_email	resource_poc_name	resource_full_description
resource	b34b5ff4-ab7b-5cff-ba1a-c583f2e6ca29	r4r_0277	Automated Germline Variant Pathogenicity (AutoGVP)	Automated Germline Variant Pathogenicity (AutoGVP) integrates ClinVar variant annotation with a modified InterVar classification approach, based on American College of Medical Genetics-Association for Molecular Pathology (ACMG-AMP) guidelines, to generate germline variant classification. Since AutoGVP input only requires a VCF file, it can facilitate large-scale, clinically focused classification of germline sequence variants.	https://dceg.cancer.gov/tools/analysis/autogvp	Analysis Tools;Clinical Research Tools;Community Research Tools;Datasets and Databases	Epidemiologic Data;Genomic Analysis;Guidelines and Protocols;R Software;Risk Assessment	Causes of Cancer;Screening and Detection	Epidemiologic	Open Access	Center for Biomedical Informatics & Information Technology (CBIIT)	jung.kim2@nih.gov	Jung Kim	Automated Germline Variant Pathogenicity (AutoGVP) integrates ClinVar variant annotation with a modified InterVar classification approach, based on American College of Medical Genetics-Association for Molecular Pathology (ACMG-AMP) guidelines, to generate germline variant classification. Since AutoGVP input only requires a VCF file, it can facilitate large-scale, clinically focused classification of germline sequence variants. <br>Resource Full Description: Automated Germline Variant Pathogenicity (AutoGVP) was developed to integrate ClinVar variant annotation with a modified InterVar classification approach based on American College of Medical Genetics-Association for Molecular Pathology (ACMG-AMP) guidelines to output germline variant classification. Since AutoGVP input only requires a VCF file, it can facilitate large-scale, clinically focused classification of germline sequence variants. <br>Using automated germline classification reduces hands-on time as well as allows for reproducibility of variant classification. <br>AutoGVP is an open source dockerized workflow implemented in R and freely available on GitHub.
resource	bf2c9921-b456-5624-89e2-a21e2cd73760	r4r_0278	Cancer Complexity Knowledge Portal	This resource provides information about and access to data, research, tools, and publications generated through multiple NCI Division of Cancer Biology Research Programs	https://cancercomplexity.synapse.org	Analysis Tools;Datasets and Databases;Lab Tools;Networks and Consortiums;Training Resources	Biological Networks;Data Visualization;Genomic Analysis;Genomic Datasets;Imaging;Imaging Analysis;Modeling;Protocols;R Software	Bioinformatics;Cancer Biology;Cancer Omics;Cancer Treatment	Basic;Translational	Open Access	Division of Cancer Biology (DCB)	mc2center@sagebase.org		This resource provides information about and access to data, research, tools, and publications generated through NCI Division of Cancer Biology Research Programs, including the Cancer Systems Biology Consortium (CSBC), Cancer Tissue Engineering Collaborative (TEC), Cellular Cancer Biology Imaging Research (CCBIR), Metastasis Research network (MetNet), and Physical Sciences - Oncology Network (PS-ON).
resource	1acb4df4-d225-5dc4-b44c-903a6100e92f	r4r_0279	Treating Tobacco Use in Cancer Care Settings	Tobacco use should be addressed in every clinical setting where cancer is treated. This webpage shares helpful cessation resources for healthcare systems and providers to assist people after a cancer diagnosis.	https://cancercontrol.cancer.gov/brp/tcrb/treating-tobacco-use-cancer-care-settings	Clinical Research Tools;Community Research Tools;Training Resources	Risk Assessment	Cancer Diagnosis;Cancer Health Disparities;Cancer Public Health;Cancer Survivorship;Cancer Treatment;Causes of Cancer	Clinical	Open Access	Division of Cancer Control & Population Sciences (DCCPS)	amy.caplon@nih.gov	Amy Caplon	Tobacco use should be addressed in every clinical setting where cancer is treated. This is especially important in the oncology setting because smoking cessation protects against cancer and benefits both individuals going through cancer treatment and those who have completed treatment. Health care professionals, particularly those in oncology care, should treat tobacco use and dependence. Indeed, cessation treatment has been deemed a 'pillar' of cancer care. This webpage shares helpful cessation resources for healthcare systems and providers to assist people after a cancer diagnosis.
resource	64f8b3d5-d1fc-5e2f-a371-2dd2e6aef65e	cbiit_catalog_001	Biospecimen Research Database (BRD)	BRD is a free, publicly accessible literature database that contains peer-reviewed primary and review articles and Standard Operation Procedures (SOPs) in the field of human biospecimen science.	https://brd.nci.nih.gov/brd/	Datasets and Databases;Lab Tools	Biospecimen;Clinical Data	Cancer Biology	Basic;Clinical	Open Access	Division of Cancer Treatment & Diagnosis (DCTD)	ncibbrb@nih.gov		The BRD is a free and publicly accessible database that contains peer-reviewed primary and review articles as well as SOPs in the field of human Biospecimen Science. Each literature curation has been created by a Ph.D.-level scientist to capture the following: (1) relevant parameters that include the biospecimen investigated (type and location, patient diagnosis), preservation method, analyte(s) of interest and technology platform(s) used for analysis; (2) the pre-analytical factors investigated, including those relating to pre-acquisition, acquisition, preservation, processing, storage, and analysis; and (3) an original summary of relevant results. Browse literature curations or submit specific queries using the Advanced Search page with keyword search for specific biomakers or genes, PubMed ID, or pre-analytical factor values (anticoagulant, fixative, reagent, etc).
resource	d5270ef5-2e22-5378-9db4-8783a62eb39f	cbiit_catalog_002	CellMinerCDB (NCATS)	CellMinerCDB is an interactive web application that simplifies access and exploration of cancer cell line pharmacogenomic data across different sources.	https://discover.nci.nih.gov/cellminercdb_ncats/	Analysis Tools;Datasets and Databases	Clinical Data;Data Visualization	Cancer Biology;Cancer Treatment	Basic;Clinical	Open Access	Center for Cancer Research (CCR)	aluna@jimmy.harvard.edu;fathi.elloumi@nih.gov	Augustin Luna;Fathi Elloumi	The NCI Center for Cancer Research developed this database that details how 2,600+ different compounds affect cancer cell growth. NIH NCATS tested 183 cancer cell lines, and you can find drug response data from that work.
resource	bccfafd4-9f9e-5c20-9180-ca1b09be3053	cbiit_catalog_003	Clinical and Translational Data Commons (CTDC)	CTDC provides access to a vast array of clinical and translational data from NCI-funded clinical trials, correlative studies, and interventional studies. While some datasets are publicly accessible, others are registered-access and controlled-access tier.	https://clinical.datacommons.cancer.gov	Analysis Tools;Datasets and Databases	Clinical Data;Data Visualization	Cancer Biology;Cancer Treatment	Basic;Clinical Trials;Translational	Open Access;Requires Registration	Center for Biomedical Informatics & Information Technology (CBIIT)	NCICRDC@mail.nih.gov		The CTDC is part of the Cancer Research Data Commons (CRDC), an initiative from NCI's Center for Biomedical Informatics and Information Technology (CBIIT). The goals of the CTDC are to advance cancer research and accelerate the development of innovative therapies by improving access to data from NCI-sponsored clinical studies, including genomic panel assay and clinical data.
resource	649036ba-83c7-5124-840c-149e4d06a2bd	cbiit_catalog_004	General Commons (GC)	GC provides you with data storage and sharing capabilities for NCI-funded studies that meet particular requirements. You can find a variety of data types (the current majority is genomic and imaging data) in the GC that are both open and controlled access. Prior to requesting access though, consider searching and browsing the data via the GC Portal (no login required).	https://general.datacommons.cancer.gov	Analysis Tools;Datasets and Databases	Clinical Data;Data Visualization	Cancer Biology;Cancer Treatment	Basic;Clinical	Open Access;Requires Registration	Center for Biomedical Informatics & Information Technology (CBIIT)	NCICRDC@mail.nih.gov		The General Commons (GC) is one of the Data Commons under the Cancer Research Data Commons (CRDC) data ecosystem. GC continues to evolve as a data-type agnostic data commons, to meet the data needs of various NCI-funded programs. The GC provides secure storage and data sharing capabilities, on the cloud, for studies that fall under the following categories: (1) Studies with data that do not match the requirements of the existing CRDC Data Commons (Genomic Data Commons, Proteomic Data Commons, Imaging Data Commons etc.), and (2) Studies with data that do not fit current data type criteria and/or the required metadata for any CRDC data commons. The GC is home to a combination of open and controlled access (sensitive) data. The GC portal is accessible to all users for searching data across all studies which have submitted data to GC. This requires no login and so allows any users to check if the GC has the data of their interest before going through the process of requesting access. To access sensitive data (controlled access data) in the GC, users must obtain authorization through the NCBI's dbGaP. Open access data is publicly accessible; it does not require any authorization.
resource	8c2a8c9b-2934-5602-9982-a41803b03893	cbiit_catalog_005	Imaging Data Commons (IDC)	NCI Imaging Data Commons (IDC) is a cloud-based repository of publicly available cancer imaging data co-located with analysis and exploration tools. IDC is a node within the broader NCI Cancer Research Data Commons (CRDC) infrastructure that provides secure access to a large, comprehensive, and expanding collection of cancer research data.	https://portal.imaging.datacommons.cancer.gov	Analysis Tools;Datasets and Databases	Clinical Data;Imaging;Imaging Analysis	Cancer Biology;Cancer Diagnosis;Cancer Treatment	Basic;Clinical	Open Access	Center for Biomedical Informatics & Information Technology (CBIIT)	NCICRDC@mail.nih.gov		IDC provides the cancer research community with a cloud-based repository of cancer imaging data, image annotations, and analysis results. IDC uses the Digital Imaging and Communication in Medicine (DICOM) standard to harmonize the data. You can find imaging data from the following NIH/NCI projects: The Cancer Genome Atlas (TCGA), Lung Imaging Database Consortium (LIDC), Clinical Proteomics Tumor Analysis Consortium (CPTAC), Human Tumor Atlas Network (HTAN), NCI Quantitative Imaging Network (QIN), and National Library of Medicine Visible Human Project (VHP).
resource	87c4d632-21e4-55fd-a78f-0b594a18e391	cbiit_catalog_006	Integrated Canine Data Commons (ICDC)	ICDC provides the cancer research community with data that enables a comparative analysis between human and canine cancers. You can explore the open access data within the ICDC portal, and you may analyze the associated data files in the Seven Bridges Cancer Genomics Cloud.	https://caninecommons.cancer.gov	Analysis Tools;Datasets and Databases	Clinical Data;Data Visualization	Cancer Biology;Cancer Treatment	Basic;Clinical	Open Access	Center for Biomedical Informatics & Information Technology (CBIIT)	NCICRDC@mail.nih.gov		NCI's Division of Cancer Treatment and Diagnosis (DCTD) tasked the Frederick National Laboratory for Cancer Research (FNLCR) with building the Integrated Canine Data Commons (ICDC), a cloud-based repository of spontaneously-arising canine cancer data. ICDC was established to further research on human cancers by enabling comparative analysis with canine cancer. The data in the ICDC is sourced from multiple different programs and projects; all focused on canine subjects. The data is harmonized into an integrated data model and then made available to the research community. The ICDC is part of the Cancer Research Data Commons, an initiative from NCI's Center for Biomedical Informatics and Information Technology (CBIIT). Bioinformatic analysis of the ICDC data is accomplished using the CRDC's Cloud Resources.
resource	44273552-61f3-54bb-9687-6dbc9532f01e	cbiit_catalog_007	Investigation of Serial Studies to Predict Your Therapeutic Response with Imaging and Molecular Analysis (I-SPY1 Trial)	The I-SPY 1 TRIAL sought to identify indicators of response to neoadjuvant chemotherapy that predict survival in women with high-risk breast cancer. You can download gene expression data files from an NCI-hosted FTP site.	https://clinicaltrials.gov/study/NCT01042379	Datasets and Databases	Clinical Data;Imaging	Cancer Biology;Cancer Omics;Cancer Treatment	Basic;Clinical Trials	Open Access		w.chang@quantumleaphealth.org	Won Chang	I-SPY will assess the efficacy of novel drugs in sequence with standard chemotherapy. The goal is identify treatment strategies for subsets on the basis of molecular characteristics (biomarker signatures) of their disease with high estimated pCR rate. As described for previous adaptive trials, novel regimens with sufficiently high activities alone and contribute to treatment strategies that show a high Bayesian predictive probability of being more effective than the dynamic control will graduate from the trial with their corresponding biomarker signature(s). Treatment strategies will be dropped if they show a low probability of improved efficacy with any biomarker signature. New drugs will enter as those that have undergone testing complete their evaluation.
